Filename,Contour,Center X,Center Y,Radius,Diameter,mean_intensity,Bounding Box X Center,Bounding Box Y Center,Bounding Box Width,Bounding Box Height
57_phatquang.png,9,601,516,3.6056511402130127,7.211302280426025,0.09090909090909091,0.3130208333333333,0.47777777777777775,0.003755886604388581,0.006677131741135212
57_phatquang.png,10,583,540,27.14017677307129,54.28035354614258,3.46875,0.303826109568278,0.5000356038411458,0.028271017471949267,0.050259586616798635
57_phatquang.png,11,1677,402,53.721397399902344,107.44279479980469,8.71875,0.8735021591186523,0.3722238893862124,0.055959788958231615,0.09948406925907843
57_phatquang.png,12,123,150,78.04903411865234,156.0980682373047,16.817663817663817,0.06438682476679485,0.13897209167480468,0.08130107720692953,0.1445352483678747
8_phatquang.png,0,1065,990,79.87921142578125,159.7584228515625,21.90340909090909,0.555076281229655,0.9169552273220487,0.08320751190185549,0.14792446560329864
8_phatquang.png,1,699,989,85.64391326904297,171.28782653808594,28.96590909090909,0.3641500473022461,0.9164488615813079,0.08921240965525312,0.15859983938711664
8_phatquang.png,2,857,697,9.999999747378752e-05,0.00019999999494757503,0.09090909090909091,0.44635416666666666,0.6453703703703704,1.0416666407220276e-07,1.8518518052346167e-07
8_phatquang.png,3,917,671,67.61974334716797,135.23948669433594,15.227272727272727,0.47781120936075844,0.6217373883282697,0.07043723265329993,0.12522174693919996
8_phatquang.png,4,95,549,53.21477127075195,106.4295425415039,10.905982905982906,0.04995412429173787,0.508640374077691,0.05543205340703328,0.0985458727236147
8_phatquang.png,5,530,251,67.0459213256836,134.0918426513672,13.875,0.27630208333333334,0.2330554962158203,0.06983950138092043,0.12415911356608073
8_phatquang.png,6,1076,100,0.7072067856788635,1.414413571357727,0.17613636363636365,0.5606770833333333,0.09305555555555556,0.0007366737350822383,0.0013096421957015936
8_phatquang.png,7,1011,128,74.21271514892578,148.42543029785156,16.34090909090909,0.5266493797302246,0.11934937371148004,0.07730491161346437,0.1374309539794922
8_phatquang.png,8,1435,123,104.3004150390625,208.600830078125,28.869318181818183,0.7478548685709635,0.11477937345151548,0.10864626566569013,0.19314891673900464
91_phatquang.png,0,234,874,136.7425994873047,273.4851989746094,43.11363636363637,0.12208369572957357,0.8096959997106481,0.14244020779927571,0.25322703608760133
91_phatquang.png,1,916,682,98.26960754394531,196.53921508789062,37.90056818181818,0.4775761922200521,0.6322022614655671,0.10236417452494306,0.18198075471100994
91_phatquang.png,2,512,404,79.71736907958984,159.4347381591797,23.792613636363637,0.2666926066080729,0.3749213889793114,0.08303892612457275,0.14762475755479604
91_phatquang.png,3,1585,367,144.14398193359375,288.2879638671875,84.85227272727273,0.8255255381266275,0.339887774432147,0.15014998118082679,0.26693329987702547
